X,Y,OBJECTID,TRAPTYPE,ATTRACTANTSUSED,TRAPID,LATITUDE,LONGITUDE,ADDRESS,TOWN,STATE,COUNTY,TRAPSITE,TRAPSET,SETTIMEOFDAY,TRAPCOLLECT,YEAR,COLLECTTIMEOFDAY,GENUS,SPECIES,TOTAL
-76.990328005,38.913193004,518,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,04/19/16,Morning,04/21/16,2016,Morning,Culex,pipiens,5
-76.990328005,38.913193004,799,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,04/26/16,Morning,04/28/16,2016,Morning,Culex,pipiens,4
-76.990328005,38.913193004,1575,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,05/03/16,Morning,05/05/16,2016,Morning,Culex,pipiens,38
-76.990328005,38.913193004,505,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,05/10/16,Morning,05/12/16,2016,Morning,Culex,pipiens,9
-76.990328005,38.913193004,1091,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,05/24/16,Morning,05/26/16,2016,Morning,Culex,pipiens,29
-76.990328005,38.913193004,1539,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,05/31/16,Morning,06/02/16,2016,Morning,Culex,pipiens,22
-76.990328005,38.913193004,1722,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,06/07/16,Morning,06/09/16,2016,Morning,Culex,pipiens,121
-76.990328005,38.913193004,1830,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,06/14/16,Morning,06/16/16,2016,Morning,Culex,pipiens,57
-76.990328005,38.913193004,1967,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,06/21/16,Morning,06/23/16,2016,Morning,Culex,pipiens,9
-76.990328005,38.913193004,2005,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,06/28/16,Morning,06/30/16,2016,Morning,Culex,pipiens,25
-76.990328005,38.913193004,1562,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,07/12/16,Morning,07/14/16,2016,Morning,Culex,pipiens,29
-76.990328005,38.913193004,1668,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,07/19/16,Morning,07/21/16,2016,Morning,Culex,pipiens,13
-76.990328005,38.913193004,1125,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,07/26/16,Morning,07/28/16,2016,Morning,Culex,pipiens,117
-76.990328005,38.913193004,1126,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,07/26/16,Morning,07/28/16,2016,Morning,Aedes,sp.,6
-76.990328005,38.913193004,1512,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,08/02/16,Morning,08/04/16,2016,Morning,Aedes,albopictus,4
-76.990328005,38.913193004,1513,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,08/02/16,Morning,08/04/16,2016,Morning,Aedes,sp.,5
-76.990328005,38.913193004,1514,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,08/02/16,Morning,08/04/16,2016,Morning,Culex,pipiens,15
-76.990328005,38.913193004,1711,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,08/09/16,Morning,08/11/16,2016,Morning,Culex,pipiens,30
-76.990328005,38.913193004,1712,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,08/09/16,Morning,08/11/16,2016,Morning,Aedes,albopictus,3
-76.990328005,38.913193004,1848,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,08/16/16,Morning,08/18/16,2016,Morning,Aedes,albopictus,2
-76.990328005,38.913193004,1849,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,08/16/16,Morning,08/18/16,2016,Morning,Aedes,sp.,9
-76.990328005,38.913193004,1345,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,09/13/16,Morning,09/15/16,2016,Morning,Culex,pipiens,16
-76.990328005,38.913193004,823,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,10/04/16,Morning,10/06/16,2016,Morning,Culex,pipiens,35
-76.990328005,38.913193004,1015,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,10/11/16,Morning,10/13/16,2016,Morning,Culex,pipiens,36
-76.990328005,38.913193004,1225,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,10/18/16,Morning,10/20/16,2016,Morning,Culex,pipiens,60
-76.990328005,38.913193004,1226,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,10/18/16,Morning,10/20/16,2016,Morning,Aedes,aegypti,6
-76.990328005,38.913193004,1227,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,10/18/16,Morning,10/20/16,2016,Morning,Aedes,sp.,10
-76.990328005,38.913193004,1406,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,10/25/16,Morning,10/27/16,2016,Morning,Aedes,aegypti,3
-76.990328005,38.913193004,1407,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,10/25/16,Morning,10/27/16,2016,Morning,Culex,pipiens,7
-77.0440689956,38.9077250003,368,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Animal Shelter,04/18/16,Morning,04/20/16,2016,Morning,Culex,pipiens,4
-77.0440689956,38.9077250003,528,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Place NW,Washington,DC,District of Columbia,Business,04/25/16,Afternoon,04/27/16,2016,Afternoon,Culex,pipiens,4
-77.0440689956,38.9077250003,811,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl. NW,Washington,DC,District of Columbia,Business,05/02/16,Morning,05/04/16,2016,Morning,Culex,pipiens,8
-77.0440689956,38.9077250003,497,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,05/09/16,Afternoon,05/11/16,2016,Afternoon,Culex,pipiens,2
-77.0440689956,38.9077250003,832,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,05/16/16,Morning,05/18/16,2016,Morning,Culex,pipiens,2
-77.0440689956,38.9077250003,854,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,05/23/16,Morning,05/25/16,2016,Morning,Culex,pipiens,5
-77.0440689956,38.9077250003,1278,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,05/30/16,Morning,06/01/16,2016,Morning,Culex,pipiens,4
-77.0440689956,38.9077250003,1682,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,06/06/16,Morning,06/08/16,2016,Morning,Culex,pipiens,7
-77.0440689956,38.9077250003,1790,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,06/13/16,Morning,06/15/16,2016,Morning,Culex,pipiens,9
-77.0440689956,38.9077250003,1937,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,06/20/16,Morning,06/22/16,2016,Morning,Culex,pipiens,7
-77.0440689956,38.9077250003,740,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,07/05/16,Morning,07/07/16,2016,Morning,Culex,pipiens,5
-77.0440689956,38.9077250003,1504,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,07/11/16,Morning,07/13/16,2016,Morning,Culex,pipiens,3
-77.0440689956,38.9077250003,1601,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,07/18/16,Morning,07/20/16,2016,Morning,Culex,pipiens,2
-77.0440689956,38.9077250003,550,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,07/25/16,Morning,07/27/16,2016,Morning,Culex,pipiens,2
-77.0440689956,38.9077250003,1191,ABC Trap,CO2 and Light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,09/06/16,Morning,09/08/16,2016,Morning,Culex,pipiens,2
-77.0440689956,38.9077250003,812,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl. NW,Washington,DC,District of Columbia,Business,05/02/16,Morning,05/04/16,2016,Morning,Culex,pipiens,7
-77.0440689956,38.9077250003,496,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,05/09/16,Afternoon,05/11/16,2016,Afternoon,Culex,pipiens,2
-77.0440689956,38.9077250003,833,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,05/16/16,Morning,05/18/16,2016,Morning,Culex,pipiens,5
-77.0440689956,38.9077250003,855,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,05/23/16,Morning,05/25/16,2016,Morning,Culex,pipiens,5
-77.0440689956,38.9077250003,1354,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,05/30/16,Morning,06/01/16,2016,Morning,Culex,pipiens,29
-77.0440689956,38.9077250003,1683,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,06/06/16,Morning,06/08/16,2016,Morning,Culex,pipiens,16
-77.0440689956,38.9077250003,1791,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,06/13/16,Morning,06/15/16,2016,Morning,Culex,pipiens,45
-77.0440689956,38.9077250003,1938,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,06/20/16,Morning,06/22/16,2016,Morning,Culex,pipiens,31
-77.0440689956,38.9077250003,1988,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,06/27/16,Morning,06/29/16,2016,Morning,Culex,pipiens,14
-77.0440689956,38.9077250003,741,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,07/05/16,Morning,07/07/16,2016,Morning,Culex,pipiens,11
-77.0440689956,38.9077250003,549,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,07/25/16,Morning,07/27/16,2016,Morning,Culex,pipiens,7
-77.0440689956,38.9077250003,1429,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,08/01/16,Morning,08/03/16,2016,Morning,Culex,pipiens,4
-77.0440689956,38.9077250003,1773,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,08/15/16,Morning,08/17/16,2016,Morning,Culex,pipiens,9
-77.0440689956,38.9077250003,563,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,08/29/16,Morning,08/31/16,2016,Morning,Culex,pipiens,17
-77.0440689956,38.9077250003,1190,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,09/06/16,Morning,09/08/16,2016,Morning,Culex,pipiens,3
-77.0440689956,38.9077250003,585,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,09/12/16,Morning,09/14/16,2016,Morning,Culex,pipiens,13
-77.0440689956,38.9077250003,1806,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,09/26/16,Morning,09/28/16,2016,Morning,Aedes,albopictus,6
-77.0440689956,38.9077250003,1807,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,09/26/16,Morning,09/28/16,2016,Morning,Culex,pipiens,5
-77.0440689956,38.9077250003,1168,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,10/17/16,Morning,10/19/16,2016,Morning,Culex,pipiens,12
-77.0573109982,38.9140049985,459,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,04/04/16,Morning,04/06/16,2016,Morning,Culex,pipiens,6
-77.0573109982,38.9140049985,464,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,04/11/16,Morning,04/13/16,2016,Morning,Culex,pipiens,5
-77.0573109982,38.9140049985,367,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,04/18/16,Morning,04/20/16,2016,Morning,Culex,pipiens,2
-77.0573109982,38.9140049985,527,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,04/25/16,Afternoon,04/27/16,2016,Afternoon,Culex,pipiens,12
-77.0573109982,38.9140049985,810,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,05/02/16,Morning,05/04/16,2016,Morning,Culex,pipiens,17
-77.0573109982,38.9140049985,495,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,05/09/16,Morning,05/11/16,2016,Morning,Culex,pipiens,3
-77.0573109982,38.9140049985,831,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,05/16/16,Morning,05/18/16,2016,Morning,Culex,pipiens,14
-77.0573109982,38.9140049985,853,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,05/23/16,Morning,05/25/16,2016,Morning,Culex,pipiens,23
-77.0573109982,38.9140049985,1277,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,05/30/16,Morning,06/01/16,2016,Morning,Culex,pipiens,33
-77.0573109982,38.9140049985,1618,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,06/06/16,Morning,06/08/16,2016,Morning,Aedes,aegypti,4
-77.0573109982,38.9140049985,1681,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,06/06/16,Morning,06/08/16,2016,Morning,Culex,pipiens,12
-77.0573109982,38.9140049985,1788,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,06/13/16,Morning,06/15/16,2016,Morning,Culex,pipiens,57
-77.0573109982,38.9140049985,1789,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,06/13/16,Morning,06/15/16,2016,Morning,Aedes,albopictus,10
-77.0573109982,38.9140049985,1936,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,06/20/16,Morning,06/22/16,2016,Morning,Culex,pipiens,190
-77.0573109982,38.9140049985,1986,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,06/27/16,Morning,06/29/16,2016,Morning,Culex,pipiens,77
-77.0573109982,38.9140049985,1987,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,06/27/16,Morning,06/29/16,2016,Morning,Aedes,albopictus,2
-77.0573109982,38.9140049985,739,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,07/05/16,Morning,07/07/16,2016,Morning,Culex,pipiens,50
-77.0573109982,38.9140049985,1503,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,07/11/16,Morning,07/13/16,2016,Morning,Culex,pipiens,24
-77.0573109982,38.9140049985,548,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,07/25/16,Morning,07/27/16,2016,Morning,Culex,pipiens,6
-77.0573109982,38.9140049985,1623,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,08/08/16,Morning,08/10/16,2016,Morning,Aedes,albopictus,2
-77.0573109982,38.9140049985,1624,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,08/08/16,Morning,08/10/16,2016,Morning,Aedes,sp.,3
-77.0573109982,38.9140049985,1625,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,08/08/16,Morning,08/10/16,2016,Morning,Culex,pipiens,13
-77.0573109982,38.9140049985,1771,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,08/15/16,Morning,08/17/16,2016,Morning,Aedes,sp.,2
-77.0573109982,38.9140049985,1772,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,08/15/16,Morning,08/17/16,2016,Morning,Culex,pipiens,6
-77.0573109982,38.9140049985,1900,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,08/22/16,Morning,08/24/16,2016,Morning,Culex,pipiens,4
-77.0573109982,38.9140049985,1901,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,08/22/16,Morning,08/24/16,2016,Morning,Aedes,albopictus,4
-77.0573109982,38.9140049985,1902,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,08/22/16,Morning,08/24/16,2016,Morning,Aedes,aegypti,2
-77.0573109982,38.9140049985,1584,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,09/19/16,Morning,09/21/16,2016,Morning,Aedes,sp.,11
-77.0573109982,38.9140049985,1585,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,09/19/16,Morning,09/21/16,2016,Morning,Culex,pipiens,18
-77.0573109982,38.9140049985,1804,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,09/26/16,Morning,09/28/16,2016,Morning,Culex,pipiens,10
-77.0573109982,38.9140049985,1805,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,09/26/16,Morning,09/28/16,2016,Morning,Aedes,albopictus,3
-77.0573109982,38.9140049985,1923,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,10/03/16,Morning,10/05/16,2016,Morning,Culex,pipiens,5
-77.0573109982,38.9140049985,1924,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,10/03/16,Morning,10/05/16,2016,Morning,Aedes,albopictus,2
-77.0573109982,38.9140049985,932,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,10/11/16,Morning,10/13/16,2016,Morning,Aedes,albopictus,4
-77.0573109982,38.9140049985,1259,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,10/24/16,Morning,10/26/16,2016,Morning,Culex,pipiens,12
-77.0423229997,38.8877710007,790,BGS Trap,Lure,2C,38.887771,-77.042323,Home Front Drive SW,Washington,DC,District of Columbia,DC War Memorial,05/29/18,Morning,05/30/18,2018,Afternoon,Culex,pipiens,2
-77.0423229997,38.8877710007,791,BGS Trap,Lure,2C,38.887771,-77.042323,Home Front Drive SW,Washington,DC,District of Columbia,DC War Memorial,05/29/18,Morning,05/30/18,2018,Afternoon,Aedes,albopictus,17
-77.0423229997,38.8877710007,882,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,06/12/18,Morning,06/13/18,2018,Morning,Culex,pipiens,4
-77.0423229997,38.8877710007,883,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,06/12/18,Morning,06/13/18,2018,Morning,Aedes,albopictus,3
-77.0423229997,38.8877710007,712,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Dr. SW,Washington,DC,District of Columbia,DC War Memorial,06/26/18,Morning,06/27/18,2018,Morning,Aedes,albopictus,9
-77.0423229997,38.8877710007,955,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Dr. SW,Washington,DC,District of Columbia,DC War Memorial,07/02/18,Morning,07/03/18,2018,Morning,Culex,pipiens,3
-77.0423229997,38.8877710007,958,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Dr. SW,Washington,DC,District of Columbia,DC War Memorial,07/24/18,Morning,07/25/18,2018,Morning,Aedes,aegypti,3
-77.0423229997,38.8877710007,1371,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Dr. SW,Washington,DC,District of Columbia,DC War Memorial,08/14/18,Morning,08/15/18,2018,Morning,Culex,pipiens,5
-77.0423229997,38.8877710007,1446,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,08/28/18,Morning,08/29/18,2018,Morning,Aedes,albopictus,6
-77.0423229997,38.8877710007,728,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Dr. SW,Washington,DC,District of Columbia,DC War Memorial,09/04/18,Morning,09/05/18,2018,Morning,Aedes,sp.,6
-77.0423229997,38.8877710007,1033,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,09/11/18,Morning,09/12/18,2018,Morning,Aedes,sp.,10
-77.0423229997,38.8877710007,1309,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,09/18/18,Morning,09/19/18,2018,Morning,Aedes,sp.,5
-77.0423229997,38.8877710007,1331,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,09/25/18,Morning,09/26/18,2018,Morning,Culex,pipiens,5
-77.0423229997,38.8877710007,1332,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,09/25/18,Morning,09/26/18,2018,Morning,Aedes,sp.,2
-77.0423229997,38.8877710007,756,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,10/09/18,Morning,10/10/18,2018,Morning,Aedes,sp.,7
-77.0423229997,38.8877710007,762,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,10/23/18,Morning,10/24/18,2018,Morning,Aedes,albopictus,3
-77.0423229997,38.8877710007,768,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,10/30/18,Morning,10/31/18,2018,Morning,Culex,pipiens,2
-77.0331530053,38.8753719958,975,Gravid Trap,Hay or grass infusion,2E,38.875372,-77.033153,Buckeye Dr. and Ohio Dr. SW,Washington,DC,District of Columbia,East Potomac Park,07/31/18,Morning,08/01/18,2018,Morning,Culex,pipiens,4
-77.0331530053,38.8753719958,720,Gravid Trap,Hay or grass infusion,2E,38.875372,-77.033153,Buckeye Drive and Ohio Drive SW,Washington,DC,District of Columbia,East Potomac Park,08/07/18,Morning,08/08/18,2018,Morning,Aedes,albopictus,2
-77.0331530053,38.8753719958,1449,Gravid Trap,Hay or grass infusion,2E,38.875372,-77.033153,Buckeye Drive and Ohio Drive SW,Washington,DC,District of Columbia,East Potomac Park,08/28/18,Morning,08/29/18,2018,Morning,Culex,sp.,2
-77.0331530053,38.8753719958,731,Gravid Trap,Hay or grass infusion,2E,38.875372,-77.033153,Buckeye Drive and Ohio Drive SW,Washington,DC,District of Columbia,East Potomac Park,09/04/18,Morning,09/05/18,2018,Morning,Culex,sp.,14
-77.0331530053,38.8753719958,721,BGS Trap,Lure,2E,38.875372,-77.033153,Buckeye Drive and Ohio Drive SW,Washington,DC,District of Columbia,East Potomac Park,08/07/18,Morning,08/08/18,2018,Morning,Culex,restuans,2
-77.0331530053,38.8753719958,722,BGS Trap,Lure,2E,38.875372,-77.033153,Buckeye Drive and Ohio Drive SW,Washington,DC,District of Columbia,East Potomac Park,08/07/18,Morning,08/08/18,2018,Morning,Aedes,albopictus,2
